티커,종목명,MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
305090 KQ,MICRO DIGITAL CO LTS/KOREA,15,15,4,7,4,36.36363636363637,26.666666666666668,8.2615762034059,-6.139754003649084,25.08513053348468,-14.67680608365019
305090 KQ,MICRO DIGITAL CO LTS/KOREA,16,15,4,7,4,36.36363636363637,26.666666666666668,8.2615762034059,-6.139754003649084,25.08513053348468,-14.67680608365019
305090 KQ,MICRO DIGITAL CO LTS/KOREA,17,14,4,7,3,36.36363636363637,28.57142857142857,7.699103455622927,-7.347044663317477,18.622848200312987,-14.957264957264957
305090 KQ,MICRO DIGITAL CO LTS/KOREA,18,14,4,7,3,36.36363636363637,28.57142857142857,7.762061832214086,-7.342374902934557,18.622848200312987,-14.957264957264957
305090 KQ,MICRO DIGITAL CO LTS/KOREA,19,13,4,6,3,40.0,30.76923076923077,7.753626579567625,-7.178309998630127,18.622848200312987,-14.957264957264957
305090 KQ,MICRO DIGITAL CO LTS/KOREA,20,13,4,6,3,40.0,30.76923076923077,7.753626579567625,-7.178309998630127,18.622848200312987,-14.957264957264957
309710 KQ,IT-CHEM CO LTD,10,2,1,1,0,50.0,50.0,38.089542036910466,-11.909090909090908,75.78947368421053,-21.818181818181817
309710 KQ,IT-CHEM CO LTD,11,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
309710 KQ,IT-CHEM CO LTD,12,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
309710 KQ,IT-CHEM CO LTD,13,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
309710 KQ,IT-CHEM CO LTD,14,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
309710 KQ,IT-CHEM CO LTD,15,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
309710 KQ,IT-CHEM CO LTD,16,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
309710 KQ,IT-CHEM CO LTD,17,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
309710 KQ,IT-CHEM CO LTD,18,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
309710 KQ,IT-CHEM CO LTD,19,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
309710 KQ,IT-CHEM CO LTD,20,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
318160 KQ,CELL BIO HUMAN TECH CO LTD,10,18,5,9,4,35.714285714285715,27.77777777777778,7.047827003072275,-6.174675310306349,22.772277227722775,-11.907983761840326
318160 KQ,CELL BIO HUMAN TECH CO LTD,11,15,3,8,4,27.27272727272727,20.0,5.731859404988645,-6.465788071168957,17.647058823529413,-11.907983761840326
318160 KQ,CELL BIO HUMAN TECH CO LTD,12,14,3,8,3,27.27272727272727,21.428571428571427,5.775218238027537,-6.852540907864993,17.647058823529413,-11.907983761840326
318160 KQ,CELL BIO HUMAN TECH CO LTD,13,14,3,8,3,27.27272727272727,21.428571428571427,5.775218238027537,-6.852540907864993,17.647058823529413,-11.907983761840326
318160 KQ,CELL BIO HUMAN TECH CO LTD,14,13,2,8,3,20.0,15.384615384615385,4.861999731450471,-6.9675715271513115,13.390313390313391,-11.907983761840326
318160 KQ,CELL BIO HUMAN TECH CO LTD,15,14,2,9,3,18.181818181818183,14.285714285714285,4.4892946159096505,-7.69637488273608,13.390313390313391,-17.17081850533808
318160 KQ,CELL BIO HUMAN TECH CO LTD,16,15,2,10,3,16.666666666666664,13.333333333333334,4.237627355801389,-7.649949890553675,13.390313390313391,-17.17081850533808
318160 KQ,CELL BIO HUMAN TECH CO LTD,17,16,2,11,3,15.384615384615385,12.5,4.015234885194236,-7.664355196307113,13.390313390313391,-17.17081850533808
318160 KQ,CELL BIO HUMAN TECH CO LTD,18,15,2,10,3,16.666666666666664,13.333333333333334,3.893622806980909,-7.552441163165544,13.390313390313391,-17.17081850533808
318160 KQ,CELL BIO HUMAN TECH CO LTD,19,15,2,10,3,16.666666666666664,13.333333333333334,3.893622806980909,-7.552441163165544,13.390313390313391,-17.17081850533808
318160 KQ,CELL BIO HUMAN TECH CO LTD,20,15,2,10,3,16.666666666666664,13.333333333333334,3.893622806980909,-7.552441163165544,13.390313390313391,-17.17081850533808
331740 KQ,AUTOCRYPT CO LTD,10,7,2,4,1,33.33333333333333,28.57142857142857,7.73154305359614,-8.527583390114428,17.03056768558952,-20.577617328519857
331740 KQ,AUTOCRYPT CO LTD,11,7,2,5,0,28.57142857142857,28.57142857142857,7.132338037647079,-9.071598470383972,17.03056768558952,-20.577617328519857
331740 KQ,AUTOCRYPT CO LTD,12,6,2,4,0,33.33333333333333,33.33333333333333,6.837205393399274,-9.27773857632166,17.03056768558952,-20.577617328519857
331740 KQ,AUTOCRYPT CO LTD,13,6,2,4,0,33.33333333333333,33.33333333333333,6.837205393399274,-9.27773857632166,17.03056768558952,-20.577617328519857
331740 KQ,AUTOCRYPT CO LTD,14,5,2,3,0,40.0,40.0,7.467947972761257,-9.96002571859827,17.03056768558952,-20.577617328519857
331740 KQ,AUTOCRYPT CO LTD,15,4,2,2,0,50.0,50.0,9.121959867655372,-9.402849972625297,17.03056768558952,-20.577617328519857
331740 KQ,AUTOCRYPT CO LTD,16,4,2,2,0,50.0,50.0,9.121959867655372,-9.402849972625297,17.03056768558952,-20.577617328519857
331740 KQ,AUTOCRYPT CO LTD,17,3,1,2,0,33.33333333333333,33.33333333333333,6.485757261677324,-11.809331258988022,15.669666490206458,-20.577617328519857
331740 KQ,AUTOCRYPT CO LTD,18,3,1,2,0,33.33333333333333,33.33333333333333,6.485757261677324,-11.809331258988022,15.669666490206458,-20.577617328519857
331740 KQ,AUTOCRYPT CO LTD,19,3,1,2,0,33.33333333333333,33.33333333333333,6.485757261677324,-11.809331258988022,15.669666490206458,-20.577617328519857
331740 KQ,AUTOCRYPT CO LTD,20,3,1,2,0,33.33333333333333,33.33333333333333,6.485757261677324,-11.809331258988022,15.669666490206458,-20.577617328519857
333430 KQ,IL SEUNG CO LTD,10,23,13,4,6,76.47058823529412,56.52173913043478,13.497828426926402,-5.276646377018538,36.81885125184095,-16.547788873038517
333430 KQ,IL SEUNG CO LTD,11,22,10,6,6,62.5,45.45454545454545,12.214464030237359,-6.331507374385216,36.81885125184095,-16.547788873038517
333430 KQ,IL SEUNG CO LTD,12,21,10,5,6,66.66666666666666,47.61904761904761,12.056309611008995,-6.054415559068524,36.81885125184095,-16.547788873038517
333430 KQ,IL SEUNG CO LTD,13,23,11,6,6,64.70588235294117,47.82608695652174,12.654198003021348,-6.0564765173902195,36.81885125184095,-16.547788873038517
333430 KQ,IL SEUNG CO LTD,14,22,9,7,6,56.25,40.909090909090914,11.36408008559767,-6.532965483707585,36.81885125184095,-16.547788873038517
333430 KQ,IL SEUNG CO LTD,15,22,10,6,6,62.5,45.45454545454545,12.615813427188158,-6.295063492458071,36.84210526315789,-16.547788873038517
333430 KQ,IL SEUNG CO LTD,16,19,8,5,6,61.53846153846154,42.10526315789473,12.556075401880745,-6.1451317376098995,36.84210526315789,-16.547788873038517
333430 KQ,IL SEUNG CO LTD,17,19,8,5,6,61.53846153846154,42.10526315789473,12.623829724146157,-6.239931583339343,36.84210526315789,-16.547788873038517
333430 KQ,IL SEUNG CO LTD,18,23,9,7,7,56.25,39.130434782608695,11.37111836460724,-6.661411024136274,36.84210526315789,-19.65811965811966
333430 KQ,IL SEUNG CO LTD,19,23,10,6,7,62.5,43.47826086956522,11.740815840557062,-6.9403025581963345,36.84210526315789,-19.65811965811966
333430 KQ,IL SEUNG CO LTD,20,22,10,6,6,62.5,45.45454545454545,12.050417584910168,-7.1117247615458465,36.84210526315789,-19.65811965811966
338840 KQ,Y - BIOLOGICS INC,10,18,9,6,3,60.0,50.0,11.17772852603768,-6.631879413956773,31.958762886597935,-22.327341532639547
338840 KQ,Y - BIOLOGICS INC,11,15,8,4,3,66.66666666666666,53.333333333333336,11.524280565578605,-6.79819715196207,25.723472668810288,-22.327341532639547
338840 KQ,Y - BIOLOGICS INC,12,15,7,5,3,58.333333333333336,46.666666666666664,10.065614412983242,-6.957022834293941,25.723472668810288,-22.327341532639547
338840 KQ,Y - BIOLOGICS INC,13,14,7,5,2,58.333333333333336,50.0,10.876909494474829,-6.480414966841729,25.723472668810288,-22.327341532639547
338840 KQ,Y - BIOLOGICS INC,14,11,6,3,2,66.66666666666666,54.54545454545454,11.388770422612446,-7.153225651476898,25.723472668810288,-22.327341532639547
338840 KQ,Y - BIOLOGICS INC,15,12,6,3,3,66.66666666666666,50.0,10.55666528505556,-6.849521174672536,25.723472668810288,-22.327341532639547
338840 KQ,Y - BIOLOGICS INC,16,13,6,4,3,60.0,46.15384615384615,9.914797907784438,-6.914874549255249,25.723472668810288,-22.327341532639547
338840 KQ,Y - BIOLOGICS INC,17,9,4,3,2,57.14285714285714,44.44444444444444,11.538725715316282,-6.5100916892406495,31.958762886597935,-22.327341532639547
338840 KQ,Y - BIOLOGICS INC,18,9,4,3,2,57.14285714285714,44.44444444444444,11.538725715316282,-6.5100916892406495,31.958762886597935,-22.327341532639547
338840 KQ,Y - BIOLOGICS INC,19,9,5,2,2,71.42857142857143,55.55555555555556,13.181762693772576,-6.395171556440656,31.958762886597935,-22.327341532639547
338840 KQ,Y - BIOLOGICS INC,20,9,5,2,2,71.42857142857143,55.55555555555556,13.181762693772576,-6.395171556440656,31.958762886597935,-22.327341532639547
347700 KQ,SPHERE CORP,10,23,13,8,2,61.904761904761905,56.52173913043478,18.55217648230832,-9.208063924596471,61.56840934371524,-32.04753555425677
347700 KQ,SPHERE CORP,11,23,13,9,1,59.09090909090909,56.52173913043478,18.381551529610533,-9.649405773525126,61.56840934371524,-32.04753555425677
347700 KQ,SPHERE CORP,12,22,12,9,1,57.14285714285714,54.54545454545454,16.350717843446237,-10.476207092859255,61.56840934371524,-32.04753555425677
347700 KQ,SPHERE CORP,13,22,12,9,1,57.14285714285714,54.54545454545454,16.350717843446237,-10.476207092859255,61.56840934371524,-32.04753555425677
347700 KQ,SPHERE CORP,14,19,11,8,0,57.89473684210527,57.89473684210527,17.04477004860838,-9.124047137284025,61.56840934371524,-23.10536044362292
347700 KQ,SPHERE CORP,15,21,12,9,0,57.14285714285714,57.14285714285714,16.399499129637924,-9.943136393737628,61.56840934371524,-32.04753555425677
347700 KQ,SPHERE CORP,16,20,10,10,0,50.0,50.0,13.905680340301222,-10.637893736459285,52.426160337552744,-32.04753555425677
347700 KQ,SPHERE CORP,17,19,10,9,0,52.63157894736842,52.63157894736842,14.395016414481521,-10.846097214706111,52.426160337552744,-32.04753555425677
347700 KQ,SPHERE CORP,18,19,10,9,0,52.63157894736842,52.63157894736842,14.395016414481521,-10.846097214706111,52.426160337552744,-32.04753555425677
347700 KQ,SPHERE CORP,19,18,9,9,0,50.0,50.0,14.248629951283627,-11.297280635504952,52.426160337552744,-32.04753555425677
347700 KQ,SPHERE CORP,20,20,11,9,0,55.00000000000001,55.00000000000001,14.421918528875878,-10.417077626885327,52.426160337552744,-32.04753555425677
347850 KQ,D&D PHARMATECH INC,10,8,5,3,0,62.5,62.5,17.19344703368821,-7.189203900719551,47.180548370408694,-16.580310880829018
347850 KQ,D&D PHARMATECH INC,11,9,6,3,0,66.66666666666666,66.66666666666666,19.994448926134897,-7.040643029250143,47.180548370408694,-16.580310880829018
347850 KQ,D&D PHARMATECH INC,12,10,6,4,0,60.0,60.0,18.507284735275796,-7.326052410535655,47.180548370408694,-16.580310880829018
347850 KQ,D&D PHARMATECH INC,13,11,6,5,0,54.54545454545454,54.54545454545454,16.95682995549403,-7.546505586341354,47.180548370408694,-16.580310880829018
347850 KQ,D&D PHARMATECH INC,14,9,6,3,0,66.66666666666666,66.66666666666666,19.31806301483502,-6.151237763090985,47.180548370408694,-9.894736842105264
347850 KQ,D&D PHARMATECH INC,15,9,6,3,0,66.66666666666666,66.66666666666666,19.56233248612104,-6.328765624292619,47.180548370408694,-9.894736842105264
347850 KQ,D&D PHARMATECH INC,16,10,6,3,1,66.66666666666666,60.0,18.515190146599846,-6.160843954299166,47.180548370408694,-9.894736842105264
347850 KQ,D&D PHARMATECH INC,17,9,6,2,1,75.0,66.66666666666666,20.003232716494956,-5.745966966765156,47.180548370408694,-9.751037344398341
347850 KQ,D&D PHARMATECH INC,18,9,6,2,1,75.0,66.66666666666666,20.003232716494956,-5.745966966765156,47.180548370408694,-9.751037344398341
347850 KQ,D&D PHARMATECH INC,19,9,6,2,1,75.0,66.66666666666666,20.003232716494956,-5.745966966765156,47.180548370408694,-9.751037344398341
347850 KQ,D&D PHARMATECH INC,20,8,5,2,1,71.42857142857143,62.5,16.606068259755737,-5.71408350496724,42.402464065708415,-9.751037344398341
358570 KQ,GI INNOVATION INC,10,17,8,7,2,53.333333333333336,47.05882352941176,11.493997082631719,-4.788595975133013,33.891538205611624,-14.443829551743221
358570 KQ,GI INNOVATION INC,11,16,8,6,2,57.14285714285714,50.0,10.654874409188995,-4.96651151329041,23.223684210526315,-14.443829551743221
358570 KQ,GI INNOVATION INC,12,18,8,7,3,53.333333333333336,44.44444444444444,10.003966029011075,-5.222767626594738,23.223684210526315,-14.443829551743221
358570 KQ,GI INNOVATION INC,13,17,8,6,3,57.14285714285714,47.05882352941176,10.017421550474072,-5.0318495880865655,23.223684210526315,-14.443829551743221
358570 KQ,GI INNOVATION INC,14,16,6,7,3,46.15384615384615,37.5,8.631306487477286,-5.322845275081173,20.419543281996813,-14.443829551743221
358570 KQ,GI INNOVATION INC,15,12,5,6,1,45.45454545454545,41.66666666666667,9.072693653595667,-5.848074025051834,20.419543281996813,-14.443829551743221
358570 KQ,GI INNOVATION INC,16,13,6,6,1,50.0,46.15384615384615,10.14349202906041,-5.580812610172604,22.993072534637328,-14.443829551743221
358570 KQ,GI INNOVATION INC,17,12,6,5,1,54.54545454545454,50.0,10.11395225481447,-5.129272267687451,22.993072534637328,-14.443829551743221
358570 KQ,GI INNOVATION INC,18,13,7,5,1,58.333333333333336,53.84615384615385,10.33408850627485,-4.706986957515341,22.993072534637328,-14.443829551743221
358570 KQ,GI INNOVATION INC,19,13,7,5,1,58.333333333333336,53.84615384615385,10.63023259088192,-4.560863101549984,22.993072534637328,-14.443829551743221
358570 KQ,GI INNOVATION INC,20,11,7,4,0,63.63636363636363,63.63636363636363,12.02888276653216,-3.814446194169585,22.993072534637328,-11.30710534139332
381620 KQ,ZENIX ROBOTICS CO LTD,10,6,2,3,1,40.0,33.33333333333333,15.220926410418793,-6.938613967728808,32.741176470588236,-20.56737588652482
381620 KQ,ZENIX ROBOTICS CO LTD,11,7,3,3,1,50.0,42.857142857142854,17.73238850936581,-5.854080477418804,32.801161103047896,-20.56737588652482
381620 KQ,ZENIX ROBOTICS CO LTD,12,8,5,2,1,71.42857142857143,62.5,20.73740613210496,-5.543385045408992,32.801161103047896,-20.56737588652482
381620 KQ,ZENIX ROBOTICS CO LTD,13,8,5,2,1,71.42857142857143,62.5,22.864392913126284,-5.643412584947901,36.452513966480446,-20.56737588652482
381620 KQ,ZENIX ROBOTICS CO LTD,14,10,4,4,2,50.0,40.0,16.528230404408966,-6.383020628526124,36.452513966480446,-20.56737588652482
381620 KQ,ZENIX ROBOTICS CO LTD,15,8,4,2,2,66.66666666666666,50.0,19.24027522014142,-4.364909014565979,36.452513966480446,-18.05792163543441
381620 KQ,ZENIX ROBOTICS CO LTD,16,8,4,3,1,57.14285714285714,50.0,18.961933454730687,-4.655732473492886,36.452513966480446,-18.05792163543441
381620 KQ,ZENIX ROBOTICS CO LTD,17,9,4,4,1,50.0,44.44444444444444,17.24335052987736,-5.282335463779063,36.452513966480446,-18.05792163543441
381620 KQ,ZENIX ROBOTICS CO LTD,18,9,4,4,1,50.0,44.44444444444444,17.24335052987736,-5.282335463779063,36.452513966480446,-18.05792163543441
381620 KQ,ZENIX ROBOTICS CO LTD,19,8,3,4,1,42.857142857142854,37.5,15.298624208231045,-6.024267454806598,36.452513966480446,-18.05792163543441
381620 KQ,ZENIX ROBOTICS CO LTD,20,7,2,4,1,33.33333333333333,28.57142857142857,12.274990217402097,-5.385860512303298,32.741176470588236,-18.05792163543441
388210 KQ,CMTX CO LTD,10,1,1,0,0,100.0,100.0,27.43467933491687,-2.6128266033254155,27.43467933491687,-2.6128266033254155
388210 KQ,CMTX CO LTD,11,1,1,0,0,100.0,100.0,27.43467933491687,-2.6128266033254155,27.43467933491687,-2.6128266033254155
388210 KQ,CMTX CO LTD,12,1,1,0,0,100.0,100.0,27.43467933491687,-2.6128266033254155,27.43467933491687,-2.6128266033254155
388210 KQ,CMTX CO LTD,13,1,1,0,0,100.0,100.0,14.882226980728053,-5.781584582441114,14.882226980728053,-5.781584582441114
388210 KQ,CMTX CO LTD,14,1,1,0,0,100.0,100.0,14.882226980728053,-5.781584582441114,14.882226980728053,-5.781584582441114
388210 KQ,CMTX CO LTD,15,1,1,0,0,100.0,100.0,14.882226980728053,-5.781584582441114,14.882226980728053,-5.781584582441114
388210 KQ,CMTX CO LTD,16,1,1,0,0,100.0,100.0,14.882226980728053,-5.781584582441114,14.882226980728053,-5.781584582441114
388210 KQ,CMTX CO LTD,17,1,1,0,0,100.0,100.0,14.882226980728053,-5.781584582441114,14.882226980728053,-5.781584582441114
388210 KQ,CMTX CO LTD,18,1,1,0,0,100.0,100.0,14.882226980728053,-5.781584582441114,14.882226980728053,-5.781584582441114
388210 KQ,CMTX CO LTD,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
388210 KQ,CMTX CO LTD,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
388870 KQ,PHAROS IBIO CO LTD,10,19,9,7,3,56.25,47.368421052631575,11.296600821091133,-6.125025392517099,47.43083003952569,-13.689700130378096
388870 KQ,PHAROS IBIO CO LTD,11,19,9,7,3,56.25,47.368421052631575,10.429122848969168,-6.44030849026909,36.13138686131387,-16.666666666666664
388870 KQ,PHAROS IBIO CO LTD,12,18,9,7,2,56.25,50.0,13.397494167645393,-6.472279037419578,59.33715742511153,-16.666666666666664
388870 KQ,PHAROS IBIO CO LTD,13,16,8,6,2,57.14285714285714,50.0,13.61893859247314,-6.371321001280024,46.541617819460726,-16.666666666666664
388870 KQ,PHAROS IBIO CO LTD,14,17,8,7,2,53.333333333333336,47.05882352941176,12.94696988839721,-6.61836631374576,46.541617819460726,-16.666666666666664
388870 KQ,PHAROS IBIO CO LTD,15,18,8,8,2,50.0,44.44444444444444,12.367749805895215,-6.6334990908999405,46.541617819460726,-16.666666666666664
388870 KQ,PHAROS IBIO CO LTD,16,14,5,7,2,41.66666666666667,35.714285714285715,9.327939268818698,-6.275693238273447,36.13138686131387,-13.689700130378096
388870 KQ,PHAROS IBIO CO LTD,17,14,6,6,2,50.0,42.857142857142854,9.621283371813282,-7.228463567357307,36.13138686131387,-16.455696202531644
388870 KQ,PHAROS IBIO CO LTD,18,13,5,6,2,45.45454545454545,38.46153846153847,9.218421279949863,-7.893352637124996,36.13138686131387,-16.455696202531644
388870 KQ,PHAROS IBIO CO LTD,19,13,5,6,2,45.45454545454545,38.46153846153847,9.218421279949863,-7.893352637124996,36.13138686131387,-16.455696202531644
388870 KQ,PHAROS IBIO CO LTD,20,14,5,6,3,45.45454545454545,35.714285714285715,8.686080479971789,-7.593242720485593,36.13138686131387,-16.455696202531644
393210 KQ,TOMATOSYSTEM CO LTD,10,26,9,14,3,39.130434782608695,34.61538461538461,9.742012638947234,-7.716137856889366,52.758620689655174,-23.75
393210 KQ,TOMATOSYSTEM CO LTD,11,26,9,15,2,37.5,34.61538461538461,9.802849683760265,-7.787126658659048,52.758620689655174,-23.75
393210 KQ,TOMATOSYSTEM CO LTD,12,25,9,14,2,39.130434782608695,36.0,9.617308296045389,-7.643950660204155,52.758620689655174,-23.75
393210 KQ,TOMATOSYSTEM CO LTD,13,24,10,12,2,45.45454545454545,41.66666666666667,10.101220768930569,-7.419936281435515,52.758620689655174,-23.75
393210 KQ,TOMATOSYSTEM CO LTD,14,22,9,11,2,45.0,40.909090909090914,10.532065447991117,-7.813873808254291,52.758620689655174,-23.75
393210 KQ,TOMATOSYSTEM CO LTD,15,22,9,11,2,45.0,40.909090909090914,10.628367291175188,-7.610175787287358,52.758620689655174,-23.75
393210 KQ,TOMATOSYSTEM CO LTD,16,20,9,9,2,50.0,45.0,11.616261809683838,-7.579444720685677,52.758620689655174,-23.75
393210 KQ,TOMATOSYSTEM CO LTD,17,21,9,10,2,47.368421052631575,42.857142857142854,10.908121016931503,-7.283546334354446,52.758620689655174,-23.75
393210 KQ,TOMATOSYSTEM CO LTD,18,20,9,9,2,50.0,45.0,11.359441046272703,-7.076487091932381,52.758620689655174,-23.75
393210 KQ,TOMATOSYSTEM CO LTD,19,17,8,7,2,53.333333333333336,47.05882352941176,12.443775146984821,-5.6009695285322065,52.758620689655174,-23.75
393210 KQ,TOMATOSYSTEM CO LTD,20,18,10,6,2,62.5,55.55555555555556,14.661478156616027,-5.712167862762197,52.758620689655174,-23.75
397030 KQ,APRILBIO CO LTD,10,14,4,5,5,44.44444444444444,28.57142857142857,8.968157762230529,-3.780382218328177,19.352088661551576,-13.81880733944954
397030 KQ,APRILBIO CO LTD,11,14,5,4,5,55.55555555555556,35.714285714285715,10.04963284974791,-3.0165496762479003,19.352088661551576,-13.81880733944954
397030 KQ,APRILBIO CO LTD,12,11,5,3,3,62.5,45.45454545454545,11.372476890298138,-2.717090167271081,19.352088661551576,-12.289719626168225
397030 KQ,APRILBIO CO LTD,13,15,7,4,4,63.63636363636363,46.666666666666664,11.598399965834147,-3.113629544246345,25.348189415041784,-12.289719626168225
397030 KQ,APRILBIO CO LTD,14,14,7,4,3,63.63636363636363,50.0,12.082245689927026,-3.161345487476496,25.348189415041784,-12.289719626168225
397030 KQ,APRILBIO CO LTD,15,15,7,5,3,58.333333333333336,46.666666666666664,11.587873755043002,-3.3417002327558407,25.348189415041784,-12.289719626168225
397030 KQ,APRILBIO CO LTD,16,14,8,4,2,66.66666666666666,57.14285714285714,14.2235693015408,-2.841900554916028,35.13713862120089,-12.289719626168225
397030 KQ,APRILBIO CO LTD,17,13,6,5,2,54.54545454545454,46.15384615384615,11.423271816159412,-3.774627879692043,25.348189415041784,-12.289719626168225
397030 KQ,APRILBIO CO LTD,18,16,7,7,2,50.0,43.75,10.723434217864257,-3.917961293332353,25.348189415041784,-12.289719626168225
397030 KQ,APRILBIO CO LTD,19,16,6,7,3,46.15384615384615,37.5,9.843011456939736,-4.102397235910901,25.348189415041784,-12.289719626168225
397030 KQ,APRILBIO CO LTD,20,15,6,7,2,46.15384615384615,40.0,10.089811159325562,-4.178771355403773,25.348189415041784,-12.289719626168225
417200 KQ,LS MATERIALS LTD,10,20,3,11,6,21.428571428571427,15.0,5.640061940977659,-6.731386009407258,21.814671814671815,-19.93517017828201
417200 KQ,LS MATERIALS LTD,11,21,3,11,7,21.428571428571427,14.285714285714285,5.821132722378635,-6.440639582067263,21.814671814671815,-19.93517017828201
417200 KQ,LS MATERIALS LTD,12,20,3,10,7,23.076923076923077,15.0,5.468314194102736,-6.04160281059669,21.814671814671815,-19.93517017828201
417200 KQ,LS MATERIALS LTD,13,17,3,8,6,27.27272727272727,17.647058823529413,5.903702185050188,-6.007914400533425,21.814671814671815,-19.93517017828201
417200 KQ,LS MATERIALS LTD,14,16,2,8,6,20.0,12.5,5.524820323752579,-6.3834090505667636,21.814671814671815,-19.93517017828201
417200 KQ,LS MATERIALS LTD,15,18,2,10,6,16.666666666666664,11.11111111111111,5.121647507748533,-6.406023298282299,21.814671814671815,-19.93517017828201
417200 KQ,LS MATERIALS LTD,16,16,2,8,6,20.0,12.5,5.467677701402211,-5.499885702420774,21.814671814671815,-19.93517017828201
417200 KQ,LS MATERIALS LTD,17,15,2,7,6,22.22222222222222,13.333333333333334,5.375220774361901,-5.277562774128238,21.814671814671815,-19.93517017828201
417200 KQ,LS MATERIALS LTD,18,14,2,7,5,22.22222222222222,14.285714285714285,5.615145108480777,-5.961496605953919,21.814671814671815,-19.93517017828201
417200 KQ,LS MATERIALS LTD,19,11,1,6,4,14.285714285714285,9.090909090909092,5.4287406424715705,-4.92239346976954,21.814671814671815,-19.93517017828201
417200 KQ,LS MATERIALS LTD,20,11,1,6,4,14.285714285714285,9.090909090909092,5.4287406424715705,-4.92239346976954,21.814671814671815,-19.93517017828201
445680 KQ,CURIOX BIOSYSTEMS CO LTD,10,11,5,4,2,55.55555555555556,45.45454545454545,11.542242161441928,-6.876425274300769,36.34496919917864,-13.939393939393941
445680 KQ,CURIOX BIOSYSTEMS CO LTD,11,13,7,4,2,63.63636363636363,53.84615384615385,15.643294318942319,-5.900471309843303,47.336377473363775,-13.939393939393941
445680 KQ,CURIOX BIOSYSTEMS CO LTD,12,14,7,5,2,58.333333333333336,50.0,14.643621391533083,-6.059270586128673,47.336377473363775,-13.939393939393941
445680 KQ,CURIOX BIOSYSTEMS CO LTD,13,11,7,3,1,70.0,63.63636363636363,14.35618319399432,-5.964543813005009,47.336377473363775,-13.939393939393941
445680 KQ,CURIOX BIOSYSTEMS CO LTD,14,12,8,3,1,72.72727272727273,66.66666666666666,14.650082238588594,-5.615427489337432,47.336377473363775,-13.939393939393941
445680 KQ,CURIOX BIOSYSTEMS CO LTD,15,13,9,3,1,75.0,69.23076923076923,14.817732306095476,-5.567669306953754,47.336377473363775,-13.939393939393941
445680 KQ,CURIOX BIOSYSTEMS CO LTD,16,11,6,4,1,60.0,54.54545454545454,13.655844022851774,-8.06513201788904,47.336377473363775,-36.122733612273365
445680 KQ,CURIOX BIOSYSTEMS CO LTD,17,11,6,4,1,60.0,54.54545454545454,13.14844543853011,-8.54108057076067,47.336377473363775,-36.122733612273365
445680 KQ,CURIOX BIOSYSTEMS CO LTD,18,11,6,4,1,60.0,54.54545454545454,13.14844543853011,-8.54108057076067,47.336377473363775,-36.122733612273365
445680 KQ,CURIOX BIOSYSTEMS CO LTD,19,12,6,5,1,54.54545454545454,50.0,12.746268732567176,-8.291675243584775,47.336377473363775,-36.122733612273365
445680 KQ,CURIOX BIOSYSTEMS CO LTD,20,12,6,5,1,54.54545454545454,50.0,12.746268732567176,-8.291675243584775,47.336377473363775,-36.122733612273365
464080 KQ,SOS LAB CO LTD,10,12,6,5,1,54.54545454545454,50.0,14.956222889619939,-4.66472906686856,52.885375494071155,-14.057971014492754
464080 KQ,SOS LAB CO LTD,11,10,6,3,1,66.66666666666666,60.0,16.841624562471093,-4.402585948819835,52.885375494071155,-14.057971014492754
464080 KQ,SOS LAB CO LTD,12,8,5,2,1,71.42857142857143,62.5,19.411450992943937,-3.4709860592131996,52.885375494071155,-10.123296560674886
464080 KQ,SOS LAB CO LTD,13,7,4,2,1,66.66666666666666,57.14285714285714,19.980868004093985,-3.9858381710156934,52.885375494071155,-10.123296560674886
464080 KQ,SOS LAB CO LTD,14,7,4,2,1,66.66666666666666,57.14285714285714,18.863910414124046,-4.678997207160605,52.885375494071155,-11.014948859166012
464080 KQ,SOS LAB CO LTD,15,8,4,3,1,57.14285714285714,50.0,17.06016689537741,-4.742707461925906,52.885375494071155,-11.014948859166012
464080 KQ,SOS LAB CO LTD,16,8,4,3,1,57.14285714285714,50.0,17.06016689537741,-4.742707461925906,52.885375494071155,-11.014948859166012
464080 KQ,SOS LAB CO LTD,17,7,3,3,1,50.0,42.857142857142854,12.051278899369104,-5.770723730443088,30.91216216216216,-11.014948859166012
