Symbol,Category,Name,Price,RiseFall,Change,ChangeRate,NAV,EarningRate,Volume,Amount,MarCap
0172Y0,2,ACE K수출핵심TOP10산업액티브,11935,2,320,2.76,11931.0,,132771,1577,149
453660,4,KODEX 미국S&P500경기소비재,19655,5,-70,-0.35,19618.0,9.8514,8875,174,147
0093B0,4,RISE 엔비디아고정테크100,14025,2,155,1.12,13916.0,27.5989,18954,266,147
0113G0,4,KoAct 미국바이오헬스케어액티브,10485,2,70,0.67,10476.0,3.0168,53863,568,147
435040,4,ACE 글로벌브랜드TOP10,20755,5,-55,-0.26,20735.0,7.8233,1666,34,145
269530,4,PLUS S&P글로벌인프라,22340,3,0,0.0,22197.0,0.773,1415,31,145
300610,2,TIGER K게임,6025,2,20,0.33,5995.0,-11.8336,62048,372,145
0194N0,2,KIWOOM 삼성전자선물단일종목레버리지,27370,2,4940,22.02,27834.0,,402721,10502,144
371870,4,ACE 차이나항셍테크,7965,2,90,1.14,8000.0,0.3824,11136,88,143
488290,4,MIDAS 일본테크액티브,51995,5,-385,-0.74,52479.0,41.3193,2705,143,143
498050,2,HANARO 바이오코리아액티브,13575,5,-85,-0.62,13434.0,-21.9429,29438,397,143
0127T0,4,KIWOOM 미국S&P500&배당다우존스비중전환,11825,2,25,0.21,11794.0,13.9805,8141,96,142
407820,2,에셋플러스 코리아플랫폼액티브,7800,2,35,0.45,7799.0,-17.4815,5781,45,140
448490,6,HANARO 32-10 국고채액티브,53005,5,-410,-0.77,53064.0,-3.8867,476,25,140
461580,1,TIGER 코스닥글로벌,18565,5,-500,-2.62,18596.0,-4.5353,11824,220,139
438900,2,HANARO Fn K-푸드,11100,5,-90,-0.8,11108.0,-8.4577,33007,367,139
0021C0,7,ACE TDF장기자산배분액티브,14605,2,55,0.38,14537.0,6.9852,10223,149,139
137610,5,TIGER 농산물선물Enhanced(H),5335,5,-60,-1.11,5349.0,3.6503,18172,96,139
0191S0,1,IBK 코스닥150,18495,5,-290,-1.54,18511.0,,1976,36,137
399580,4,RISE 글로벌클린에너지,13570,2,35,0.26,13581.0,33.2185,20403,276,136
354240,7,RISE 미국고정배당우선증권,11720,5,-130,-1.1,11760.0,3.4482,7350,86,135
428560,4,KODEX 미국ETF산업Top10 Indxx,16835,2,255,1.54,16825.0,2.561,14995,251,135
385710,2,TIME K이노베이션액티브,14915,5,-260,-1.71,14955.0,10.726,239875,3603,134
140570,2,RISE 수출주,33470,2,915,2.81,32968.0,29.195,24453,816,134
269370,4,TIGER S&P글로벌인프라(합성),18955,5,-70,-0.37,19070.0,0.2393,1249,23,133
484890,6,SOL 머니마켓액티브,52185,2,10,0.02,52180.0,0.6268,6319,329,133
266410,2,KODEX 필수소비재,9445,2,5,0.05,9500.0,-0.6465,92259,873,132
140710,2,KODEX 운송,6595,5,-180,-2.66,6565.0,-10.2944,97145,643,132
261110,7,TIGER 미국달러선물레버리지,18840,5,-5,-0.03,18801.0,10.3337,3029,57,132
0184N0,7,PLUS 은채권혼합,9765,5,-15,-0.15,9762.0,,66215,645,132
404540,2,TIGER KRX기후변화솔루션,32940,2,995,3.11,32623.0,27.2181,18087,594,132
465670,4,TIGER 미국캐시카우100,16455,2,260,1.61,16448.0,11.5194,4418,72,132
332610,6,PLUS 미국단기회사채(AAA~A),137025,5,-195,-0.14,137114.0,5.4829,519,71,132
463640,4,KODEX 미국S&P500유틸리티,15465,2,45,0.29,15469.0,-0.9981,5538,85,131
0138D0,2,RISE 동학개미,17515,2,50,0.29,17456.0,12.2087,27595,481,131
489860,4,KIWOOM 글로벌전력GRID인프라,17475,5,-125,-0.71,17557.0,13.5324,16986,299,131
0004G0,4,1Q 미국배당TOP30,9355,2,35,0.38,9416.0,-2.0697,96064,900,131
0094L0,4,RISE 차이나테크TOP10위클리타겟커버드콜,9020,2,60,0.67,9001.0,3.9842,25935,233,131
301400,1,PLUS 코스닥150,18685,5,-210,-1.11,18653.0,-11.142,101590,1927,131
0087F0,4,ACE 차이나AI빅테크TOP2+액티브,13700,5,-700,-4.86,13659.0,31.2072,12956,182,130
433250,1,UNICORN R&D 액티브,32365,2,1005,3.2,32212.0,31.131,2554,82,129
449680,7,TIGER 한중전기차(합성),15085,5,-150,-0.98,15038.0,5.469,347,5,128
457700,6,KODEX 53-09 국고채액티브,9680,5,-180,-1.83,9677.0,-8.9146,3240,31,128
281990,2,RISE 중소형고배당,17915,5,-105,-0.58,17870.0,-7.8567,4853,86,125
379790,4,RISE 유로스탁스50(H),16675,5,-45,-0.27,16681.0,0.2698,8099,134,125
494180,4,TIME 글로벌소비트렌드액티브,14420,2,135,0.95,14463.0,1.8538,2149,30,123
354350,4,HANARO 글로벌럭셔리S&P(합성),21450,5,-105,-0.49,21785.0,-2.6863,4570,99,122
453060,6,HANARO KOFR금리액티브(합성),110655,2,5,0.0,110664.0,0.6275,263,29,122
0001P0,2,마이티 바이오시밀러&CDMO액티브,10830,5,-225,-2.04,10898.0,-25.1217,8097,88,121
166400,3,TIGER 200커버드콜OTM,24200,2,365,1.53,24732.0,21.7656,1905,45,121
463690,4,KODEX 미국S&P500커뮤니케이션,20165,5,-130,-0.64,20177.0,6.4995,1938,39,121
251590,2,PLUS 고배당저변동50,17280,2,40,0.23,17212.0,-6.7596,16734,287,121
0133E0,4,TIGER 차이나증권,8930,5,-40,-0.45,9109.0,-4.0642,17096,153,121
381570,2,HANARO Fn친환경에너지,13390,5,-320,-2.33,13469.0,16.2675,24130,326,121
451150,4,에셋플러스 글로벌영에이지액티브,19245,5,-30,-0.16,19172.0,1.474,41,0,119
435550,7,KIWOOM TDF2050액티브 적격,19760,2,125,0.64,19701.0,13.9582,22552,446,119
409810,4,KODEX 미국나스닥100선물인버스(H),5360,5,-40,-0.74,5392.0,-17.3048,102712,550,118
487910,4,ACE 인도컨슈머파워액티브,8740,5,-125,-1.41,8730.0,-5.1872,11277,99,114
430500,7,KIWOOM 물가채KIS,113015,5,-235,-0.21,113005.0,-0.2203,669,75,113
402460,2,HANARO Fn K-메타버스MZ,20545,2,1205,6.23,19876.0,77.9859,32884,662,113
429980,7,SOL 한국형글로벌전기차&2차전지액티브,22490,2,180,0.81,22360.0,34.4846,5327,119,112
485810,4,TIME 글로벌바이오액티브,10700,3,0,0.0,10682.0,1.6144,12107,129,112
466810,2,BNK 2차전지양극재,7740,5,-265,-3.31,7719.0,-0.6208,39131,304,112
105010,4,TIGER 라틴35,6975,5,-35,-0.5,6984.0,1.5729,32839,230,112
456250,4,KODEX 유럽명품TOP10 STOXX,9680,2,10,0.1,9747.0,-7.6797,21059,205,111
0174R0,4,KIWOOM 미국성장다우존스,12360,2,75,0.61,12296.0,,16574,205,111
457930,2,BNK 미래전략기술액티브,36845,2,920,2.56,36845.0,20.251,1227,44,111
375270,7,RISE 글로벌데이터센터리츠(합성),16950,5,-50,-0.29,16936.0,19.382,14985,254,110
460270,6,KIWOOM 미국달러SOFR금리액티브(합성),13570,2,45,0.33,13529.0,5.7466,1016,13,110
0047N0,4,PLUS 차이나AI테크TOP10,11440,5,-50,-0.44,11512.0,9.0486,11548,133,109
0002C0,4,에셋플러스 인도일등기업포커스20액티브,10025,5,-105,-1.04,10032.0,7.2525,2916,29,108
395150,2,KODEX 웹툰&드라마,2120,2,40,1.92,2114.0,-31.4663,461272,983,108
310080,4,RISE 중국MSCI China(H),9395,2,15,0.16,9492.0,-9.3282,6833,64,108
225800,7,KIWOOM 미국달러선물레버리지,17710,5,-65,-0.37,17719.0,9.9938,2036,36,108
429010,4,TIGER 미국나스닥넥스트100,21555,2,395,1.87,21342.0,22.0299,669,14,108
139290,2,TIGER 200 경기소비재,35810,2,440,1.24,35717.0,7.0125,14346,514,107
395750,2,PLUS ESG가치주액티브,26665,2,1130,4.43,26642.0,38.6422,8507,226,107
117690,4,TIGER 차이나항셍30,21165,2,50,0.24,21478.0,-1.47,5691,121,106
272570,6,RISE 중장기국공채액티브,107210,5,-280,-0.26,107247.0,-1.8805,32,3,105
290080,3,RISE 200고배당커버드콜ATM,5960,5,-180,-2.93,6051.0,-21.1814,60975,369,104
0166T0,4,PLUS 글로벌저작권핵심기업액티브,10410,2,10,0.1,10391.0,,6524,67,104
0084D0,7,KIWOOM 미국테크100월간목표헤지액티브,12870,2,125,0.98,12845.0,24.0595,244,3,103
395280,2,HANARO Fn K-게임,4115,2,65,1.6,4098.0,-1.4599,27270,111,103
0120J0,2,BNK 카카오그룹포커스,8530,2,20,0.24,8572.0,-26.5747,351241,3038,102
390400,4,KODEX 미국스마트모빌리티S&P,9300,2,10,0.11,9419.0,29.0076,8817,83,102
237440,7,TIGER 경기방어채권혼합,10210,2,25,0.25,10295.0,-4.9907,16010,163,102
181480,7,ACE 미국부동산리츠(합성 H),84285,5,-615,-0.72,84344.0,1.586,845,71,101
450180,7,KODEX 한중전기차(합성),15445,5,-60,-0.39,15388.0,5.083,53,0,100
230480,7,KIWOOM 미국달러선물인버스2X,3940,2,10,0.25,3944.0,-10.274,9692,37,99
0005C0,6,RISE 미국S&P500엔화노출(합성 H),12180,2,90,0.74,12158.0,11.1213,562,6,97
253280,2,RISE 헬스케어,14955,2,55,0.37,14918.0,-24.0421,11852,176,97
494210,4,SOL 미국500타겟데일리커버드콜액티브,12000,2,40,0.33,11997.0,15.3739,8514,102,96
435540,7,KIWOOM TDF2040액티브 적격,19180,2,145,0.76,19126.0,13.4386,9589,184,96
0184V0,2,UNICORN 코스닥바이오액티브,8625,5,-435,-4.8,8691.0,,135611,1180,95
487920,4,ACE 인도시장대표BIG5그룹액티브,8625,5,-155,-1.77,8623.0,0.7458,9944,86,95
256450,4,PLUS 심천차이넥스트(합성),18920,5,-330,-1.71,18945.0,30.3758,2817,52,95
499150,4,SOL 미국S&P500엔화노출(H),11790,2,90,0.77,11774.0,11.8969,533,6,94
174350,2,TIGER 로우볼,20440,2,225,1.11,20538.0,-5.0764,23019,467,94
0102X0,4,ACE 유럽방산TOP10,10440,2,30,0.29,10475.0,-5.5907,11891,124,94
270800,2,RISE KQ고배당,16870,5,-590,-3.38,16957.0,4.2316,2867,48,93
480460,7,WON 한국부동산TOP3플러스,9160,5,-270,-2.86,9106.0,-8.3229,7093,64,92
326230,2,RISE 내수주플러스,13845,2,1280,10.19,13356.0,-3.6151,481449,6389,91
285690,2,FOCUS ESG리더스,26085,2,475,1.85,26033.0,20.688,198,5,91
438740,2,MIDAS 중소형액티브,40395,2,30,0.07,40347.0,4.0871,33,1,91
497510,4,ACE 글로벌빅파마,12970,5,-180,-1.37,13045.0,2.52,3573,46,91
0082F0,4,HANARO 유럽방산,11295,2,75,0.67,11300.0,-4.5513,4640,52,90
341850,7,TIGER 리츠부동산인프라채권,4475,5,-135,-2.93,4520.0,-7.1468,19169,86,90
215620,2,HK S&P코리아로우볼,16075,5,-435,-2.63,16158.0,-10.2368,41,0,87
0036Z0,4,RISE 미국천연가스밸류체인,13220,5,-245,-1.82,13289.0,8.7202,11696,155,86
435530,7,KIWOOM TDF2030액티브 적격,17005,2,125,0.74,16946.0,11.5295,2577,43,85
250780,3,TIGER 코스닥150선물인버스,2120,2,15,0.71,2144.0,1.4457,595990,1265,85
368680,2,KODEX K-뉴딜디지털플러스,9390,2,60,0.64,9388.0,-5.0414,2118,20,85
497520,4,ACE 일라이릴리밸류체인,12810,5,-90,-0.7,12825.0,3.1175,7240,92,83
462340,4,에셋플러스 글로벌다이나믹시니어액티브,16630,5,-60,-0.36,16664.0,3.2477,140,2,83
182490,6,TIGER 단기선진하이일드(합성 H),13770,5,-55,-0.4,13848.0,0.6552,880,12,83
437370,4,RISE 글로벌농업경제,11015,5,-55,-0.5,11025.0,-1.293,9053,100,83
139240,2,TIGER 200 철강소재,12945,5,-205,-1.56,12980.0,-19.3045,21308,276,80
227570,2,TIGER 우량가치,22290,2,85,0.38,22338.0,8.6324,3243,72,80
219900,4,ACE 중국본토CSI300레버리지(합성),5630,5,-80,-1.4,5665.0,20.2105,6995,40,79
243890,2,TIGER 200에너지화학레버리지,12590,5,-120,-0.94,12535.0,2.5,20328,262,79
189400,4,PLUS 글로벌MSCI(합성 H),25795,2,25,0.1,25852.0,6.996,111,2,77
488480,4,RISE 일본섹터TOP4Plus,14055,5,-155,-1.09,14046.0,2.1567,3596,50,77
0078V0,4,PLUS 미국로보택시,11840,2,135,1.15,11717.0,7.8288,4701,55,77
413220,4,SOL 차이나태양광CSI(합성),6410,2,5,0.08,6443.0,-0.6207,9591,61,77
400590,4,SOL 글로벌탄소배출권선물ICE(합성),15100,2,185,1.24,15164.0,22.4548,2644,39,76
315270,2,TIGER 200커뮤니케이션서비스,23340,2,1400,6.38,23249.0,-9.9191,32638,762,75
217780,4,TIGER 차이나CSI300인버스(합성),4810,2,45,0.94,4920.0,-10.6842,1814,8,75
0191B0,1,MIDAS 코스닥액티브,36595,5,-445,-1.2,36610.0,,2585,95,73
291630,3,KIWOOM 코스닥150선물레버리지,7100,5,-140,-1.93,6990.0,-29.3659,85400,606,73
429740,7,PLUS K리츠,6040,5,-260,-4.13,6083.0,-11.8778,14795,90,72
304670,6,KODEX 미국30년국채울트라선물인버스(H),11980,2,65,0.55,11993.0,5.1168,522,6,72
316300,7,ACE 싱가포르리츠,14365,5,-120,-0.83,14394.0,0.6083,745,10,72
456200,6,PLUS 미국달러SOFR금리액티브(합성),65155,2,615,0.95,64659.0,5.5264,5,0,72
451670,6,RISE 국채30년레버리지(합성),14295,5,-575,-3.87,14275.0,-21.2395,1557,23,71
244670,2,KODEX 밸류Plus,11900,5,-100,-0.83,11891.0,-6.2668,1216,14,71
407300,2,HANARO Fn골프테마,12955,5,-325,-2.45,13039.0,9.6562,755,9,71
483020,2,KIWOOM 의료AI,10895,5,-435,-3.84,10852.0,-23.457,39484,429,71
0154H0,4,KoAct 차이나바이오헬스케어액티브,8155,5,-315,-3.72,8288.0,-7.3305,5391,45,69
314700,2,HANARO 농업융복합산업,12600,2,45,0.36,12631.0,1.6143,572,7,69
0131A0,4,SOL 차이나소비트렌드,9860,2,375,3.95,9970.0,-9.5806,4651,45,69
139660,7,KIWOOM 미국달러선물인버스,7660,5,-15,-0.2,7721.0,-5.3054,990,7,69
391600,4,ACE 미국친환경그린테마,13750,2,45,0.33,13865.0,18.8638,4570,62,69
0053M0,2,더제이 중소형포커스액티브,15115,2,320,2.16,15252.0,3.7124,4420,67,68
0132D0,7,KoAct 글로벌K컬처밸류체인액티브,9310,2,45,0.49,9320.0,-13.6131,4645,42,65
291890,4,KODEX MSCI EM선물(H),12900,2,145,1.14,12943.0,8.4608,1680,21,65
0114X0,4,RISE 글로벌게임테크TOP3Plus,8895,2,230,2.65,8847.0,8.2448,7950,69,62
483240,4,TIGER 미국나스닥100ETF선물,15530,2,260,1.7,15437.0,26.512,6898,106,62
401590,4,HANARO 글로벌탄소배출권선물ICE(합성),12135,2,65,0.54,12137.0,23.352,17136,206,62
289670,6,PLUS 국채선물10년,52140,5,-280,-0.53,52038.0,-3.843,845,44,60
138920,5,KODEX 콩선물(H),12000,5,-95,-0.79,12035.0,1.5533,2359,28,60
474390,6,SOL 국고채30년액티브,43365,5,-955,-2.15,43388.0,-10.065,436,19,58
0128D0,4,PLUS 차이나항셍테크위클리타겟커버드콜,8260,2,35,0.43,8376.0,2.3676,12594,103,58
0073X0,5,FOCUS 알리바바미국채커버드콜혼합,10400,3,0,0.0,10408.0,-1.8313,7504,78,57
476310,4,RISE 글로벌비만산업TOP2+,10400,5,-45,-0.43,10460.0,11.0579,2445,25,57
220130,4,SOL 차이나강소기업CSI500(합성 H),7085,5,-85,-1.19,7122.0,-0.8985,671,4,57
400580,4,SOL 유럽탄소배출권선물S&P(H),11285,2,85,0.76,11465.0,11.056,967,10,56
469530,3,RISE 미국달러선물인버스,8640,2,25,0.29,8634.0,-4.5958,202,1,55
411860,4,KIWOOM 독일DAX,18420,5,-5,-0.03,18431.0,1.7877,4281,79,55
432600,6,RISE 국채선물3년,54770,5,-40,-0.07,54748.0,-0.9399,20,1,55
267450,6,RISE 미국장기국채선물인버스(H),10865,5,-15,-0.14,10878.0,4.4145,444,4,54
0015E0,7,KIWOOM 엔비디아미국30년국채혼합액티브(H),10790,5,-5,-0.05,10789.0,0.2407,6177,66,54
307510,2,TIGER 의료기기,15380,5,-300,-1.91,15479.0,-21.8345,18004,277,54
488210,2,KIWOOM K-반도체북미공급망,26890,5,-75,-0.28,26871.0,31.4054,14291,383,54
321410,7,KODEX 멀티에셋하이인컴(H),10720,2,25,0.23,10699.0,0.2862,53,0,54
0050E0,4,PLUS 미국AI에이전트,9620,2,890,10.19,9347.0,13.0124,94485,911,53
483030,4,KIWOOM 미국블록버스터바이오테크의약품+,11715,2,15,0.13,11674.0,3.3765,13825,162,53
261920,4,ACE MSCI필리핀(합성),12975,2,170,1.33,12835.0,-12.7725,127,1,52
498610,4,RISE 인도디지털성장,8590,2,20,0.23,8611.0,-0.3489,6838,58,52
295000,6,RISE 국채선물10년,51470,5,-325,-0.63,51407.0,-3.6821,50,2,51
306530,3,HANARO 코스닥150선물레버리지,14225,5,-420,-2.87,14117.0,-28.9078,89274,1271,51
0174J0,7,DAISHIN343 오피스리츠플러스,8525,5,-325,-3.67,8625.0,,17817,151,51
490330,4,KoAct 미국치매&뇌질환치료제액티브,14290,2,170,1.2,14301.0,16.646,4772,68,50
0015K0,4,TIGER 미국소비트렌드액티브,7870,2,40,0.51,7842.0,2.4198,14782,115,50
267440,6,RISE 미국장기국채선물(H),8160,5,-25,-0.31,8273.0,-5.1015,5296,43,49
244660,2,KODEX 퀄리티Plus,9680,2,20,0.21,9686.0,-7.069,60,0,48
470310,2,UNICORN 생성형AI강소기업액티브,18940,2,240,1.28,18881.0,25.7142,2102,39,47
277650,2,TIGER 코스피중형주,23590,5,-180,-0.76,23638.0,-0.0197,354,8,47
266550,2,PLUS 중형주저변동50,18565,5,-230,-1.22,18672.0,0.7945,15057,279,46
227550,2,TIGER 200 산업재,14450,5,-185,-1.26,14530.0,6.4752,15929,235,46
205720,4,ACE 일본TOPIX인버스(합성 H),1525,2,1,0.07,1536.0,-2.8062,10760,16,46
373790,4,KIWOOM 미국방어배당성장나스닥,16185,5,-20,-0.12,16115.0,-3.9025,1331,21,45
225050,4,TIGER 유로스탁스레버리지(합성 H),14880,3,0,0.0,14942.0,-6.1791,3355,49,45
334690,5,RISE 팔라듐선물(H),6325,5,-35,-0.55,6283.0,-26.474,18647,117,44
225030,4,TIGER 미국S&P500선물인버스(H),2265,5,-5,-0.22,2263.0,-8.8354,23038,52,43
226380,2,ACE Fn성장소비주도주,6135,2,15,0.25,6147.0,-13.3584,1473,9,43
427120,2,RISE AI플랫폼,6445,2,175,2.79,6482.0,-18.3818,34785,230,43
238670,7,PLUS 스마트베타Quality채권혼합,13535,2,100,0.74,13650.0,1.1514,2109,28,41
291680,4,RISE 차이나H선물인버스(H),7900,5,-70,-0.88,7884.0,4.1149,92,0,40
397420,6,RISE 국채선물5년추종,50300,5,-130,-0.26,50263.0,-1.7247,6,0,39
476000,2,UNICORN 포스트IPO액티브,8225,5,-230,-2.72,8187.0,-34.7609,869,7,37
267490,6,RISE 미국장기국채선물레버리지(합성 H),5255,5,-10,-0.19,5308.0,-10.5353,33,0,37
0079X0,4,ACE BYD밸류체인액티브,12060,3,0,0.0,12059.0,-3.2879,2067,25,36
489010,4,PLUS 글로벌AI인프라,23460,2,185,0.79,23381.0,34.1498,13847,326,35
145670,3,ACE 인버스,1159,5,-57,-4.69,1159.0,-36.9622,222212,259,34
454180,4,KIWOOM 차이나내수소비TOP CSI,8395,2,35,0.42,8481.0,-7.1961,2451,20,34
252420,3,RISE 200선물인버스2X,80,5,-7,-8.05,78.0,-63.75,3174271,256,34
424460,4,HANARO 글로벌워터MSCI(합성),15650,2,25,0.16,15714.0,-7.1047,368,5,31
280940,5,KODEX 골드선물인버스(H),3425,2,60,1.78,3358.0,17.2473,3144,10,29
227560,2,TIGER 200 생활소비재,12950,2,120,0.94,13022.0,-7.9287,3246,42,28
491630,4,RISE 미국반도체인버스(합성 H),5385,5,-15,-0.28,5516.0,-44.2725,2952,15,26
252410,3,RISE 200선물인버스,1174,5,-68,-5.48,1176.0,-37.1458,45449,54,23
291620,3,KIWOOM 코스닥150선물인버스,3780,2,30,0.8,3810.0,3.4482,10749,40,23
253230,3,KIWOOM 200선물인버스2X,79,5,-7,-8.14,76.0,-64.6091,3675956,292,20
334700,5,RISE 팔라듐선물인버스(H),3320,2,10,0.3,3354.0,27.0633,1816,6,20
275750,3,RISE 코스닥150선물인버스,2175,2,40,1.87,2178.0,3.6407,2576,5,20
412560,2,TIGER BBIG레버리지,2760,2,100,3.76,2732.0,-9.8306,34566,94,18
253160,3,PLUS 200선물인버스2X,168,5,-7,-4.0,157.0,-64.2858,1374797,223,16
465620,4,ACE 미국빅테크TOP7 Plus인버스(합성),6020,5,-25,-0.41,6052.0,-20.5129,157,0,15
253240,3,KIWOOM 200선물인버스,1185,5,-55,-4.44,1178.0,-38.7655,32366,39,14
306520,3,HANARO 200선물인버스,2160,5,-110,-4.85,2157.0,-36.5035,19507,42,11
422260,2,VITA MZ소비액티브,9865,5,-85,-0.85,9960.0,-9.5044,562,5,10
301410,3,PLUS 코스닥150선물인버스,3150,2,40,1.29,3165.0,-0.1606,11791,37,8
